compound1,compound2,hydrogen_donor,hydrogen_acceptor,Drug1,molecular_weight (in g/mol) / DA
Thiazolidinedione Group,Phenyl Group,2,0,Rivastigmine,255.4
Aromatic Ring,Hydroxyl Group,3,1,Rizatriptan,206.3
Phenothiazine Ring,Piperidine Ring,4,2,Roflumilast,219.3
Macrolide Antibiotic,Erythromycin Backbone,0,2,Ropinirole,153.2
Beta-Adrenergic Agonist,Phenyl Ring,1,2,Rosiglitazone,412.4
Dipeptide Inhibitor,Glucagon-like Peptide,1,3,Rosuvastatin,309.4
Pyrrolidine Ring,Phenyl Group,2,4,Rotigotine,444.4
Monoclonal Antibody,Interleukin-17A Binding Region,0,0,Roxithromycin,297.3
Monoamine Oxidase Inhibitor,Benzyl Group,2,1,Salmeterol,315.3
Phosphodiesterase-4 Inhibitor,Piperazine Ring,0,1,Saxagliptin,359.2
Dihydroergotamine Derivative,Benzyl Group,1,2,Secukinumab,357.4
Imidazole Ring,Phenyl Ring,1,0,Selegiline,454.4
Dipeptide Analog,Carboxyl Group,1,2,Sildenafil,365.4
Sodium Salt,Carboxyl Group,1,0,Simvastatin,507.5
Sodium Salt,Carboxyl Group,1,1,Sitagliptin,453.4
Sodium Salt,Carboxyl Group,2,1,Sodium bicarbonate,453.4
Sodium Salt,Carboxyl Group,1,1,Sodium chloride,460.5
Tertiary Amine Group,Aromatic Ring,4,1,Sodium citrate,374.3
Aromatic Ring,Aliphatic Group,2,1,Sodium phosphate,636.6
Aldosterone Antagonist,Steroid Backbone,1,2,Solifenacin,661.6
Nucleoside Reverse Transcriptase Inhibitor,Thymidine Analog,0,1,Sotalol,414.4
Aminoglycoside Structure,Sugar Moieties,0,4,Spironolactone,822.9
Sucralfate Complex,Sulfated Polysaccharide,1,2,Stavudine,320.8
Sulfapyridine Derivative,Amino Group,2,1,Streptomycin,318.9
Sulfonamide,Carboxyl Group,0,0,Sucralfate,252.3
Sulfonamide,Aromatic Ring,2,0,Sulfasalazine,331.3
Sumatriptan Structure,Indole Group,0,1,Sulfamethoxazole,314.8
Macrolide Ring,Erythromycin Backbone,0,2,Sulfadiazine,748
Phosphodiesterase-5 Inhibitor,Pyrazolopyrimidine Group,1,0,Sulfisoxazole,424.9
Antagonist of Adrenergic Receptors,Benzodiazepine Ring,1,2,Sumatriptan,521
Angiotensin II Receptor Antagonist,Hydroxyl Group,1,0,Tacrolimus,405.5
Calcium Channel Blocker,Quinazoline Group,4,0,Tadalafil,315.2
Antagonist of α1-Adrenergic Receptors,Piperazine Ring,4,1,Tamoxifen,230.7
Macrolide Antibiotic,Phenyl Group,0,1,Tamsulosin,321.8
Prostaglandin Analog,Aminoethylpiperidine,3,1,Tazobactam,344.2
Vasodilator,Aromatic Group,2,4,Telmisartan,326.8
Thiazide Diuretic,Sulfonamide Group,0,4,Temazepam,399.4
Vasopressin Receptor Antagonist,Phenyl Ring,3,0,Tenofovir,1500
Inhibitor of Angiotensin Converting Enzyme,Pyrrolidine Ring,2,3,Terbinafine,2000
Beta-Blocker,Phenyl Group,0,2,Terbutaline,276.8
Antifungal,Phenyl Group,1,0,Teriparatide,"1,203.60"
Acetylcholinesterase Inhibitor,Pyrrolidine Ring,3,3,Tetracycline,627.6
Selective Serotonin Reuptake Inhibitor,Phenyl Ring,2,2,Thalidomide,248.3
Beta-Blocker,Aromatic Ring,1,0,Theophylline,320.2
Anticancer Agent,Alkylating Agent,1,1,Thioguanine,270.4
Antiviral Agent,Pyrimidine Ring,0,3,Thiotepa,310.8
Beta-Adrenergic Agonist,Phenyl Ring,1,2,Thiopental,369.3
Non-Steroidal Anti-Inflammatory Drug,Phenyl Ring,2,1,Tiagabine,268.2
Calcium Channel Blocker,Phenyl Group,2,1,Ticagrelor,271.4
Aminoglycoside,Sugar Moieties,2,0,Ticarcillin,284.7
Sulfonamide,Phenyl Group,3,1,Tigecycline,296.1
Sulfonamide,Phenyl Ring,4,2,Timolol,288.4
Selective Serotonin Reuptake Inhibitor,Phenyl Ring,0,2,Tiotropium,780.4
Immunosuppressant,Macrolide Ring,1,2,Tizanidine,414.9
Phosphodiesterase-5 Inhibitor,Phenyl Ring,1,3,Tobramycin,255.4
Phenylthiazine Ring,Piperidine Ring,2,4,Tolterodine,206.3
Benzodiazepine Ring,Aromatic Ring,0,0,Topiramate,219.3
Piperazine Ring,Carboxyl Group,2,1,Tramadol,153.2
Amino Acid Derivative,Carboxylic Acid,0,1,Tranexamic acid,412.4
Piperidine Ring,Phenyl Ring,1,2,Tranylcypromine,309.4
Phenylpiperazine Ring,Tetrahydrofuran Ring,1,0,Trazodone,444.4
Steroid Backbone,Hydroxyl Group,1,2,Triamcinolone,297.3
Pyrimidine Ring,Diaminopyrimidine Ring,1,0,Triamterene,315.3
Pyrimidine Ring,Fluoro Group,1,1,Trifluridine,359.2
Trimethoxybenzene Ring,Dimethylamino Group,2,1,Trimethoprim,357.4
Piperidine Ring,Phenyl Ring,1,1,Trimipramine,454.4
Cyclohexane Ring,Benzyl Group,4,1,Trospium,365.4
Ester Group,Guanine Derivative,2,1,Valacyclovir,507.5
Guanine Derivative,Ester Group,1,2,Valganciclovir,453.4
Carboxylic Acid,Amino Group,0,1,Valproic acid,453.4
Glycopeptide Antibiotic,Amino Sugar Group,0,4,Vancomycin,460.5
Piperazine Ring,Phenyl Group,1,2,Vardenafil,374.3
Nicotinamide Ring,Pyrazole Ring,2,1,Varenicline,636.6
N-Arylpiperazine Ring,Phenyl Ring,0,0,Vemurafenib,661.6
Piperazine Ring,Morpholine Group,2,0,Verapamil,414.4
Macrolide Antibiotic,Erythromycin Backbone,0,1,Vilazodone,822.9
Cyclic Peptide,Argon Group,0,2,Vinblastine,320.8
Glucagon-like Peptide,Carbonyl Group,1,0,Vincristine,318.9
Antibody to PCSK9,Human Monoclonal Antibody,1,2,Vinorelbine,252.3
Monoclonal Antibody,PCSK9 Binding Region,1,0,Voriconazole,331.3
Proprotein Convertase Subtype 9 Inhibitor,Monoclonal Antibody,4,0,Warfarin,314.8
Dipeptide Analog,Phenyl Ring,4,1,Zaleplon,748
Peptide Analog,Aromatic Ring,0,1,Zolpidem,424.9
Dipeptide Analog,Phenyl Group,3,1,Zonisamide,521
Glucagon-like Peptide,Carbonyl Group,2,4,Zopiclone,405.5
Sodium Salt,phenyl ring,0,4,Sacubitril/valsartan,315.2
Sodium Salt,amino acid,3,0,Alirocumab,230.7
Sodium Salt,Amide Group,2,3,Evolocumab,321.8
Sodium Salt,phenyl group,0,2,Inclisiran,344.2
Insulin Analogue,Glargine Structure,1,0,Ertugliflozin,326.8
Dipeptide Analog,Carboxyl Group,3,3,Liraglutide,399.4
Dipeptide Analog,Phenyl Group,2,2,Semaglutide,1500
Dipeptide Analog,Amino Group,1,0,Dulaglutide,2000
Dipeptide Analog,Phenyl Ring,1,1,Sitagliptin/metformin,276.8
Dipeptide Analog,Aromatic Ring,0,3,Linagliptin,"1,203.60"
Dipeptide Analog,Phenyl Group,1,2,Albiglutide,627.6
Dipeptide Analog,Phenyl Group,2,1,Canagliflozin,248.3
Dipeptide Analog,Glucagon-like Peptide,2,1,Dapagliflozin,320.2
Dipeptide Analog,Carbonyl Group,2,0,Empagliflozin,270.4
Dipeptide Analog,Carboxyl Group,3,1,Insulin glargine,310.8
